company_id,company_name,cash_flow_date,fiscal_year,period_label,period,version,revenue,net_sales,net_sales_local,net_sales_at_entry,net_sales_at_entry_local,adj_ebitda,ltm_adj_ebitda,ebitda,ltm_ebitda_actual,ltm_ebitda_actual_local,ltm_ebitda_at_entry,ltm_ebitda_at_entry_local,ltm_credit_agreement_ebitda,ltm_free_cash_flow,ltm_capex,ltm_cash_interest,ltm_cash_taxes,ltm_change_nwc,ltm_principal_payments,cash,net_debt,net_debt_local,net_debt_at_entry,net_debt_at_entry_local,net_debt_credit_agreement,total_gross_debt,floating_rate_debt,fixed_rate_debt,pik_debt,senior_secured_debt,other_debt,net_leverage,net_leverage_at_entry,gross_leverage,total_net_leverage,senior_secured_leverage,interest_coverage,debt_service_coverage,tev,tev_local,tev_at_entry,tev_at_entry_local,tev_to_ebitda,tev_to_ebitda_at_entry,tev_to_revenue,tev_to_revenue_at_entry,gross_irr,gross_moi,total_cost,unrealized_value,realized_proceeds,total_value,fund_current_ownership,fund_ownership_at_entry,tsg_current_ownership,tsg_ownership_at_entry,adj_ebitda_margin_pct,ebitda_margin_pct,gross_margin_pct,gross_profit,ltm_revenue
62aae571-fd8c-4602-ac2c-6e99c04a1d04,Rough Country,2016-12-31,2016,2016,Annual,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62aae571-fd8c-4602-ac2c-6e99c04a1d04,Rough Country,2017-12-31,2017,2017,Annual,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62aae571-fd8c-4602-ac2c-6e99c04a1d04,Rough Country,2018-12-31,2018,2018,Annual,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62aae571-fd8c-4602-ac2c-6e99c04a1d04,Rough Country,2019-12-31,2019,2019,Annual,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62aae571-fd8c-4602-ac2c-6e99c04a1d04,Rough Country,2020-12-31,2020,2020,Annual,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62aae571-fd8c-4602-ac2c-6e99c04a1d04,Rough Country,2021-12-31,2021,2021,Annual,Actual,,,,368.129,,,,121.504838,121.504838,,,,,,,,,,,,746.573709,,754.651593,,,,,,,,,,,,,,,,1650.0,,,,13.579706,14.042553,,,,1.0,,450.365735,0.0,450.365735,0.479591,0.479591,,,,,,,
62aae571-fd8c-4602-ac2c-6e99c04a1d04,Rough Country,2022-12-31,2022,2022,Annual,Actual,,,,368.129,,,,130.080054,130.080054,,,,,,,,,,,,733.274601,,754.651593,,,,,,,,,,,,,,,,1821.12076,,,,14.0,13.999574,,,,1.149775,,518.295753,0.0,518.295753,0.479182,0.479591,,,,,,,
62aae571-fd8c-4602-ac2c-6e99c04a1d04,Rough Country,2023-12-31,2023,2023,Annual,Actual,,,,368.129,,,,123.951607,123.951607,,,,,,5.806887,70.40231,2.593533,-2.811411,,,688.774788,,754.651593,,,707.397282,707.397282,,0.0,,0.0,,,5.707044,5.556804,5.707044,,1.549392,1776.620947,,,,14.333182,13.999574,,,,1.14866,,518.3,0.0,518.3,0.479182,0.479591,,,,,,,
62aae571-fd8c-4602-ac2c-6e99c04a1d04,Rough Country,2024-12-31,2024,2024,Annual,Actual,,,,368.129,,,,120.9,120.9,,,,,,4.15,68.6,4.4,27.386,,,678.400493,,754.651593,,,683.506239,683.506239,,0.0,,0.0,,,5.651374,5.609159,5.651374,,1.549436,1718.108762,,,,14.210991,13.999574,,,,1.1,,496.0,0.0,496.2,0.479182,0.479591,,,,,,,
62aae571-fd8c-4602-ac2c-6e99c04a1d04,Rough Country,2025-12-31,2025,2025,Annual,Actual,,,,368.129,,,,129.430608,129.430608,,,,,,7.160512,57.647821,5.2157,0.868118,,,634.907354,,754.651593,,,640.333434,640.333434,,0.0,,0.0,,,4.947311,4.905388,4.947311,,1.863815,1812.028518,,,,14.0,13.999574,,,,1.2,,559.0,0.0,559.0,0.479182,0.479591,,,,,,,
eaa67a3c-ec8e-4b72-b0d7-83b09d4032fa,Summer Fridays,2021-12-31,2021,2021,Annual,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eaa67a3c-ec8e-4b72-b0d7-83b09d4032fa,Summer Fridays,2022-12-31,2022,2022,Annual,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eaa67a3c-ec8e-4b72-b0d7-83b09d4032fa,Summer Fridays,2023-12-31,2023,2023,Annual,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eaa67a3c-ec8e-4b72-b0d7-83b09d4032fa,Summer Fridays,2024-12-31,2024,2024,Annual,Actual,,,,141.737502,,,,113.285553,113.285553,,,,,,5.325958,0.0,52.766925,21.438,,,-24.279133,,-5.0,,,0.0,0.0,,0.0,,0.0,,,0.0,-0.214318,0.0,,5.481683,1113.324632,,,,9.827596,9.827596,,,,1.7,,526.0,7.0,533.0,0.544301,0.544301,,,,,,,
eaa67a3c-ec8e-4b72-b0d7-83b09d4032fa,Summer Fridays,2025-12-31,2025,2025,Annual,Actual,,,,141.737502,,,,111.838342,111.838342,,,,,,8.802522,9.162751,56.389331,-4.166773,,,210.066259,,-5.0,,,249.375,249.375,,0.0,,0.0,,,2.229781,1.878303,0.0,,10.527017,1231.228308,,,,11.009,9.827596,,,,2.0,,465.0,155.0,620.0,0.544301,0.544301,,,,,,,
b5fcb2a1-9593-4176-a783-2a51bec2dc98,Super Star,2021-12-31,2021,2021,Annual,Actual,,,,110.268682,,,,40.992483,40.992483,,,,,,,,,,,,272.111951,,272.111951,,,,,,,,,,,,,,,,736.197709,,,,17.959334,17.959334,,,,1.0,,328.043822,0.0,328.043822,0.700501,0.700501,,,,,,,
b5fcb2a1-9593-4176-a783-2a51bec2dc98,Super Star,2022-12-31,2022,2022,Annual,Actual,,,,110.268682,,,,70.980894,70.980894,,,,,,,,,,,,492.36454,,272.111951,,,,,,,,,,,,,,,,1277.656086,,,,18.0,17.959334,,,,1.227029,,491.062982,0.0,491.062982,0.661495,0.632,,,,,,,
b5fcb2a1-9593-4176-a783-2a51bec2dc98,Super Star,2023-12-31,2023,2023,Annual,Actual,,,,110.268682,,,,79.79,79.79,,,,,,156.288,61.365,0.276,12.344,,,475.74,,272.111951,,,542.3,542.3,,0.0,,0.0,,,6.679443,5.859632,6.679443,,-1.598689,1276.6,,,,15.999499,17.959334,,,,1.316045,,527.3,0.0,527.3,0.661495,0.632,,,,,,,
b5fcb2a1-9593-4176-a783-2a51bec2dc98,Super Star,2024-12-31,2024,2024,Annual,Actual,,,,110.268682,,,,84.4,84.4,,,,,,128.9,69.8,0.275,15.97,,,579.7,,272.111951,,,605.203,504.12,,101.083,,0.0,,,7.462429,7.148002,7.462429,,-1.098605,1396.0,,,,16.540284,17.959334,,,,1.3,,539.0,0.0,539.1,0.661495,0.632,,,,,,,
b5fcb2a1-9593-4176-a783-2a51bec2dc98,Super Star,2025-12-31,2025,2025,Annual,Actual,,,,110.268682,,,,59.100313,59.100313,,,,,,31.7,54.064758,0.287236,-5.924219,,,610.288885,,272.111951,,,628.795673,514.989126,,113.806547,,0.0,,,7.153678,6.94313,7.153678,,0.504114,1249.9,,,,14.348732,17.959334,,,,1.1,,423.0,0.0,423.0,0.661495,0.632,,,,,,,
8ecb85d2-54dd-4630-911b-9842d24660bc,Thrive Pet Healthcare,2021-12-31,2021,2021,Annual,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ecb85d2-54dd-4630-911b-9842d24660bc,Thrive Pet Healthcare,2022-12-31,2022,2022,Annual,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ecb85d2-54dd-4630-911b-9842d24660bc,Thrive Pet Healthcare,2023-12-31,2023,2023,Annual,Actual,,,,839.090037,,,,162.106537,162.106537,,,,,,43.7,170.2,0.0,6.9,,,1635.133192,,849.358879,,,1779.802059,1773.657162,,0.0,,6.144897,,,11.319014,10.171192,11.279934,,0.550986,3647.397087,,,,22.5,17.973371,,,,1.018726,,409.0,0.0,409.0,0.203692,0.210543,,,,,,,
8ecb85d2-54dd-4630-911b-9842d24660bc,Thrive Pet Healthcare,2024-12-31,2024,2024,Annual,Actual,,,,839.090037,,,,136.5334,136.5334,,,,,,26.396,172.582,0.0,-1.679,,,1709.837307,,849.358879,,,1763.93399,1758.000903,,0.0,,5.933087,,,12.397477,12.017268,12.355777,,0.534126,2457.601195,,,,18.0,17.973371,,,,0.4,,144.0,0.0,144.0,0.204378,0.228439,,,,,,,
8ecb85d2-54dd-4630-911b-9842d24660bc,Thrive Pet Healthcare,2025-12-31,2025,2025,Annual,Actual,,,,839.090037,,,,141.5,141.5,,,,,,27.684278,131.388,0.0,7.8,,,1832.550599,,849.358879,,,2026.665292,2021.137089,,0.0,,5.528203,,,14.024298,12.681046,13.986043,,0.814923,2547.0,,,,18.0,17.973371,,,,0.3,,120.0,0.0,120.0,0.204378,0.228439,,,,,,,
e392661f-9eb4-4282-a57b-502851cb49fe,Training Co,2025-03-31,2025,2025,Annual,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f250063e-25fc-498e-9fba-9936d4649abf,Trinity Solar,2022-12-31,2022,2022,Annual,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f250063e-25fc-498e-9fba-9936d4649abf,Trinity Solar,2023-12-31,2023,2023,Annual,Actual,714.438346,714.438346,,608.857843,,,,67.503193,67.503193,,73.833,,71.516334,-38.847232,3.116199,1.880668,3.298729,99.935497,,,33.734403,,32.942536,,,33.734403,0.0,0.0,31.296604,,2.437799,,0.446176,0.471702,-0.433558,0.0,,22.729188,472.6,,536.581,,7.00115,7.267496,,0.881291,,1.332926,255.228,340.2,0.0,340.2,0.503,0.503,,,,0.09448428038323686,,,
f250063e-25fc-498e-9fba-9936d4649abf,Trinity Solar,2024-12-31,2024,2024,Annual,Actual,552.9,552.9,,608.857843,,,,3.8,3.8,,73.833,,3.8,-20.931238,3.943238,0.326849,3.0,17.788,,,12.6,,32.942536,,,36.4,0.0,0.0,34.6,,1.8,,0.446176,9.578947,3.315789,0.0,,-0.110233,436.4,,536.581,,114.842105,7.267496,,0.881291,,1.3,255.0,340.0,0.0,340.0,0.503,0.503,0.533,0.533,,0.006872852233676976,,,
f250063e-25fc-498e-9fba-9936d4649abf,Trinity Solar,2025-12-31,2025,2025,Annual,Actual,576.154931,576.154931,,608.857843,,,,4.579312,4.579312,,73.833,,4.579312,-117.169497,1.153413,0.15565,0.023173,120.572223,,,67.6,,32.942536,,,92.4,0.0,43.0,47.8,,1.6,,,20.177703,14.762043,9.390057,,3.727332,325.3,,536.581,,71.03687,7.267496,,0.881291,,0.7,255.0,172.0,0.0,172.0,0.825,0.503,0.876,0.533,,0.007948056596603179,,,
4298e07d-bbdf-4a43-a627-0074e0f5463b,Wrench Group,2020-12-31,2020,2020,Annual,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298e07d-bbdf-4a43-a627-0074e0f5463b,Wrench Group,2021-12-31,2021,2021,Annual,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298e07d-bbdf-4a43-a627-0074e0f5463b,Wrench Group,2022-12-31,2022,2022,Annual,Actual,,,,1252.814193,,,,173.494996,173.494996,,,,,,,,,,,,962.400238,,962.400238,,,,,,,,,,,,,,,,3300.0,,,,19.020721,19.020721,,,,1.0,,418.440567,0.0,418.440567,0.184705,0.184705,,,,,,,
4298e07d-bbdf-4a43-a627-0074e0f5463b,Wrench Group,2023-12-31,2023,2023,Annual,Actual,,,,1252.814193,,,,166.050245,166.050245,,,,,,22.181,108.099864,3.96,20.060528,,,1092.335628,,962.400238,,,1126.970483,1050.498379,,0.0,,76.472103,,,6.786925,6.578344,6.326389,,1.233417,3534.490991,,,,21.285672,19.020721,,,,1.0,,418.441,0.0,418.441,0.183284,0.184705,,,,,,,
4298e07d-bbdf-4a43-a627-0074e0f5463b,Wrench Group,2024-12-31,2024,2024,Annual,Actual,,,,1252.814193,,,,157.233469,157.233469,,,,,,15.858,116.011166,1.855455,12.415,,,1165.731106,,962.400238,,,1211.710262,1096.638198,,0.0,,115.072064,,,6.99622,6.730743,6.331812,,1.128051,3691.433504,,,,23.477403,19.020721,,,,1.0,,419.0,0.0,419.0,0.181378,0.184533,,,,,,,
4298e07d-bbdf-4a43-a627-0074e0f5463b,Wrench Group,2025-12-31,2025,2025,Annual,Actual,,,,1252.814193,,,,172.651,172.651,,,,,,12.618,110.046238,1.33872,11.2,,,1144.941423,,962.400238,,,1200.870602,1100.0,,0.0,,100.870602,,,6.95548,6.631537,6.371234,,1.366364,3363.048524,,,,19.478882,19.020721,,,,1.0,,419.0,0.0,419.0,0.183284,0.184533,,,,,,,
