active_company_count,total_tev,total_ltm_revenue,total_ltm_ebitda,avg_net_leverage_wtd,avg_net_leverage,portfolio_ebitda_margin,avg_adj_ebitda_margin,red_flag_count,yellow_flag_count,green_flag_count,na_flag_count
17,27599.533195000007,10544.945657999997,1599.3034580000003,6.477191614081224,6.4058248,0.15166540538657755,0.21514437229819613,9,3,3,0
